"flex","curva","valor"
0.0617696160267112,"Error de Bayes (irreducible)",0.06
0.0617696160267112,"Error de prueba (Test MSE)",0.458222831040047
0.0617696160267112,"Error de entrenamiento",0.566217485458513
0.0634390651085142,"Sesgo cuadrático (bias²)",0.394715873144166
0.0634390651085142,"Varianza",0.00221348324001327
0.0634390651085142,"Error de Bayes (irreducible)",0.06
0.0634390651085142,"Error de prueba (Test MSE)",0.45692935638418
0.0634390651085142,"Error de entrenamiento",0.565309739939409
0.0651085141903172,"Sesgo cuadrático (bias²)",0.393309940607746
0.0651085141903172,"Varianza",0.00233151524103891
0.0651085141903172,"Error de Bayes (irreducible)",0.06
0.0651085141903172,"Error de prueba (Test MSE)",0.455641455848785
0.0651085141903172,"Error de entrenamiento",0.564402273126329
0.0667779632721202,"Sesgo cuadrático (bias²)",0.39190651642554
0.0667779632721202,"Varianza",0.00245261300832495
0.0667779632721202,"Error de Bayes (irreducible)",0.06
0.0667779632721202,"Error de prueba (Test MSE)",0.454359129433864
0.0667779632721202,"Error de entrenamiento",0.563495085019273
0.0684474123539232,"Sesgo cuadrático (bias²)",0.390505600597546
0.0684474123539232,"Varianza",0.0025767765418714
0.0684474123539232,"Error de Bayes (irreducible)",0.06
0.0684474123539232,"Error de prueba (Test MSE)",0.453082377139417
0.0684474123539232,"Error de entrenamiento",0.56258817561824
0.0701168614357262,"Sesgo cuadrático (bias²)",0.389107193123765
0.0701168614357262,"Varianza",0.00270400584167826
0.0701168614357262,"Error de Bayes (irreducible)",0.06
0.0701168614357262,"Error de prueba (Test MSE)",0.451811198965443
0.0701168614357262,"Error de entrenamiento",0.56168154492323
0.0717863105175292,"Sesgo cuadrático (bias²)",0.387711294004197
0.0717863105175292,"Varianza",0.00283430090774552
0.0717863105175292,"Error de Bayes (irreducible)",0.06
0.0717863105175292,"Error de prueba (Test MSE)",0.450545594911943
0.0717863105175292,"Error de entrenamiento",0.560775192934245
0.0734557595993322,"Sesgo cuadrático (bias²)",0.386317903238843
0.0734557595993322,"Varianza",0.00296766174007319
0.0734557595993322,"Error de Bayes (irreducible)",0.06
0.0734557595993322,"Error de prueba (Test MSE)",0.449285564978916
0.0734557595993322,"Error de entrenamiento",0.559869119651283
0.0751252086811352,"Sesgo cuadrático (bias²)",0.384927020827701
0.0751252086811352,"Varianza",0.00310408833866126
0.0751252086811352,"Error de Bayes (irreducible)",0.06
0.0751252086811352,"Error de prueba (Test MSE)",0.448031109166362
0.0751252086811352,"Error de entrenamiento",0.558963325074345
0.0767946577629382,"Sesgo cuadrático (bias²)",0.383538646770773
0.0767946577629382,"Varianza",0.00324358070350975
0.0767946577629382,"Error de Bayes (irreducible)",0.06
0.0767946577629382,"Error de prueba (Test MSE)",0.446782227474282
0.0767946577629382,"Error de entrenamiento",0.55805780920343
0.0784641068447412,"Sesgo cuadrático (bias²)",0.382152781068057
0.0784641068447412,"Varianza",0.00338613883461863
0.0784641068447412,"Error de Bayes (irreducible)",0.06
0.0784641068447412,"Error de prueba (Test MSE)",0.445538919902676
0.0784641068447412,"Error de entrenamiento",0.557152572038539
0.0801335559265442,"Sesgo cuadrático (bias²)",0.380769423719555
0.0801335559265442,"Varianza",0.00353176273198793
0.0801335559265442,"Error de Bayes (irreducible)",0.06
0.0801335559265442,"Error de prueba (Test MSE)",0.444301186451543
0.0801335559265442,"Error de entrenamiento",0.556247613579672
0.0818030050083473,"Sesgo cuadrático (bias²)",0.379388574725266
0.0818030050083473,"Varianza",0.00368045239561763
0.0818030050083473,"Error de Bayes (irreducible)",0.06
0.0818030050083473,"Error de prueba (Test MSE)",0.443069027120883
0.0818030050083473,"Error de entrenamiento",0.555342933826829
0.0834724540901502,"Sesgo cuadrático (bias²)",0.378010234085189
0.0834724540901502,"Varianza",0.00383220782550773
0.0834724540901502,"Error de Bayes (irreducible)",0.06
0.0834724540901502,"Error de prueba (Test MSE)",0.441842441910697
0.0834724540901502,"Error de entrenamiento",0.554438532780009
0.0851419031719533,"Sesgo cuadrático (bias²)",0.376634401799326
0.0851419031719533,"Varianza",0.00398702902165825
0.0851419031719533,"Error de Bayes (irreducible)",0.06
0.0851419031719533,"Error de prueba (Test MSE)",0.440621430820984
0.0851419031719533,"Error de entrenamiento",0.553534410439213
0.0868113522537563,"Sesgo cuadrático (bias²)",0.375261077867676
0.0868113522537563,"Varianza",0.00414491598406916
0.0868113522537563,"Error de Bayes (irreducible)",0.06
0.0868113522537563,"Error de prueba (Test MSE)",0.439405993851745
0.0868113522537563,"Error de entrenamiento",0.55263056680444
0.0884808013355593,"Sesgo cuadrático (bias²)",0.373890262290239
0.0884808013355593,"Varianza",0.00430586871274049
0.0884808013355593,"Error de Bayes (irreducible)",0.06
0.0884808013355593,"Error de prueba (Test MSE)",0.438196131002979
0.0884808013355593,"Error de entrenamiento",0.551727001875692
0.0901502504173623,"Sesgo cuadrático (bias²)",0.372521955067015
0.0901502504173623,"Varianza",0.00446988720767222
0.0901502504173623,"Error de Bayes (irreducible)",0.06
0.0901502504173623,"Error de prueba (Test MSE)",0.436991842274687
0.0901502504173623,"Error de entrenamiento",0.550823715652966
0.0918196994991653,"Sesgo cuadrático (bias²)",0.371156156198004
0.0918196994991653,"Varianza",0.00463697146886436
0.0918196994991653,"Error de Bayes (irreducible)",0.06
0.0918196994991653,"Error de prueba (Test MSE)",0.435793127666868
0.0918196994991653,"Error de entrenamiento",0.549920708136265
0.0934891485809683,"Sesgo cuadrático (bias²)",0.369792865683206
0.0934891485809683,"Varianza",0.0048071214963169
0.0934891485809683,"Error de Bayes (irreducible)",0.06
0.0934891485809683,"Error de prueba (Test MSE)",0.434599987179523
0.0934891485809683,"Error de entrenamiento",0.549017979325587
0.0951585976627713,"Sesgo cuadrático (bias²)",0.368432083522621
0.0951585976627713,"Varianza",0.00498033729002985
0.0951585976627713,"Error de Bayes (irreducible)",0.06
0.0951585976627713,"Error de prueba (Test MSE)",0.433412420812651
0.0951585976627713,"Error de entrenamiento",0.548115529220933
0.0968280467445743,"Sesgo cuadrático (bias²)",0.367073809716249
0.0968280467445743,"Varianza",0.00515661885000321
0.0968280467445743,"Error de Bayes (irreducible)",0.06
0.0968280467445743,"Error de prueba (Test MSE)",0.432230428566253
0.0968280467445743,"Error de entrenamiento",0.547213357822303
0.0984974958263773,"Sesgo cuadrático (bias²)",0.365718044264091
0.0984974958263773,"Varianza",0.00533596617623697
0.0984974958263773,"Error de Bayes (irreducible)",0.06
0.0984974958263773,"Error de prueba (Test MSE)",0.431054010440328
0.0984974958263773,"Error de entrenamiento",0.546311465129696
0.10016694490818,"Sesgo cuadrático (bias²)",0.364364787166145
0.10016694490818,"Varianza",0.00551837926873114
0.10016694490818,"Error de Bayes (irreducible)",0.06
0.10016694490818,"Error de prueba (Test MSE)",0.429883166434876
0.10016694490818,"Error de entrenamiento",0.545409851143113
0.101836393989983,"Sesgo cuadrático (bias²)",0.363014038422412
0.101836393989983,"Varianza",0.00570385812748571
0.101836393989983,"Error de Bayes (irreducible)",0.06
0.101836393989983,"Error de prueba (Test MSE)",0.428717896549898
0.101836393989983,"Error de entrenamiento",0.544508515862553
0.103505843071786,"Sesgo cuadrático (bias²)",0.361665798032893
0.103505843071786,"Varianza",0.00589240275250069
0.103505843071786,"Error de Bayes (irreducible)",0.06
0.103505843071786,"Error de prueba (Test MSE)",0.427558200785394
0.103505843071786,"Error de entrenamiento",0.543607459288017
0.105175292153589,"Sesgo cuadrático (bias²)",0.360320065997586
0.105175292153589,"Varianza",0.00608401314377608
0.105175292153589,"Error de Bayes (irreducible)",0.06
0.105175292153589,"Error de prueba (Test MSE)",0.426404079141362
0.105175292153589,"Error de entrenamiento",0.542706681419506
0.106844741235392,"Sesgo cuadrático (bias²)",0.358976842316493
0.106844741235392,"Varianza",0.00627868930131187
0.106844741235392,"Error de Bayes (irreducible)",0.06
0.106844741235392,"Error de prueba (Test MSE)",0.425255531617805
0.106844741235392,"Error de entrenamiento",0.541806182257017
0.108514190317195,"Sesgo cuadrático (bias²)",0.357636126989613
0.108514190317195,"Varianza",0.00647643122510807
0.108514190317195,"Error de Bayes (irreducible)",0.06
0.108514190317195,"Error de prueba (Test MSE)",0.424112558214721
0.108514190317195,"Error de entrenamiento",0.540905961800552
0.110183639398998,"Sesgo cuadrático (bias²)",0.356297920016945
0.110183639398998,"Varianza",0.00667723891516467
0.110183639398998,"Error de Bayes (irreducible)",0.06
0.110183639398998,"Error de prueba (Test MSE)",0.42297515893211
0.110183639398998,"Error de entrenamiento",0.540006020050111
0.111853088480801,"Sesgo cuadrático (bias²)",0.354962221398491
0.111853088480801,"Varianza",0.00688111237148168
0.111853088480801,"Error de Bayes (irreducible)",0.06
0.111853088480801,"Error de prueba (Test MSE)",0.421843333769973
0.111853088480801,"Error de entrenamiento",0.539106357005694
0.113522537562604,"Sesgo cuadrático (bias²)",0.35362903113425
0.113522537562604,"Varianza",0.0070880515940591
0.113522537562604,"Error de Bayes (irreducible)",0.06
0.113522537562604,"Error de prueba (Test MSE)",0.420717082728309
0.113522537562604,"Error de entrenamiento",0.5382069726673
0.115191986644407,"Sesgo cuadrático (bias²)",0.352298349224222
0.115191986644407,"Varianza",0.00729805658289693
0.115191986644407,"Error de Bayes (irreducible)",0.06
0.115191986644407,"Error de prueba (Test MSE)",0.419596405807119
0.115191986644407,"Error de entrenamiento",0.53730786703493
0.11686143572621,"Sesgo cuadrático (bias²)",0.350970175668407
0.11686143572621,"Varianza",0.00751112733799516
0.11686143572621,"Error de Bayes (irreducible)",0.06
0.11686143572621,"Error de prueba (Test MSE)",0.418481303006402
0.11686143572621,"Error de entrenamiento",0.536409040108584
0.118530884808013,"Sesgo cuadrático (bias²)",0.349644510466805
0.118530884808013,"Varianza",0.00772726385935379
0.118530884808013,"Error de Bayes (irreducible)",0.06
0.118530884808013,"Error de prueba (Test MSE)",0.417371774326159
0.118530884808013,"Error de entrenamiento",0.535510491888261
0.120200333889816,"Sesgo cuadrático (bias²)",0.348321353619416
0.120200333889816,"Varianza",0.00794646614697284
0.120200333889816,"Error de Bayes (irreducible)",0.06
0.120200333889816,"Error de prueba (Test MSE)",0.416267819766389
0.120200333889816,"Error de entrenamiento",0.534612222373962
0.121869782971619,"Sesgo cuadrático (bias²)",0.34700070512624
0.121869782971619,"Varianza",0.00816873420085228
0.121869782971619,"Error de Bayes (irreducible)",0.06
0.121869782971619,"Error de prueba (Test MSE)",0.415169439327092
0.121869782971619,"Error de entrenamiento",0.533714231565687
0.123539232053422,"Sesgo cuadrático (bias²)",0.345682564987277
0.123539232053422,"Varianza",0.00839406802099214
0.123539232053422,"Error de Bayes (irreducible)",0.06
0.123539232053422,"Error de prueba (Test MSE)",0.414076633008269
0.123539232053422,"Error de entrenamiento",0.532816519463435
0.125208681135225,"Sesgo cuadrático (bias²)",0.344366933202527
0.125208681135225,"Varianza",0.0086224676073924
0.125208681135225,"Error de Bayes (irreducible)",0.06
0.125208681135225,"Error de prueba (Test MSE)",0.41298940080992
0.125208681135225,"Error de entrenamiento",0.531919086067207
0.126878130217028,"Sesgo cuadrático (bias²)",0.343053809771991
0.126878130217028,"Varianza",0.00885393296005306
0.126878130217028,"Error de Bayes (irreducible)",0.06
0.126878130217028,"Error de prueba (Test MSE)",0.411907742732044
0.126878130217028,"Error de entrenamiento",0.531021931377003
0.128547579298831,"Sesgo cuadrático (bias²)",0.341743194695667
0.128547579298831,"Varianza",0.00908846407897414
0.128547579298831,"Error de Bayes (irreducible)",0.06
0.128547579298831,"Error de prueba (Test MSE)",0.410831658774641
0.128547579298831,"Error de entrenamiento",0.530125055392822
0.130217028380634,"Sesgo cuadrático (bias²)",0.340435087973556
0.130217028380634,"Varianza",0.00932606096415562
0.130217028380634,"Error de Bayes (irreducible)",0.06
0.130217028380634,"Error de prueba (Test MSE)",0.409761148937712
0.130217028380634,"Error de entrenamiento",0.529228458114665
0.131886477462437,"Sesgo cuadrático (bias²)",0.339129489605659
0.131886477462437,"Varianza",0.00956672361559751
0.131886477462437,"Error de Bayes (irreducible)",0.06
0.131886477462437,"Error de prueba (Test MSE)",0.408696213221256
0.131886477462437,"Error de entrenamiento",0.528332139542532
0.13355592654424,"Sesgo cuadrático (bias²)",0.337826399591974
0.13355592654424,"Varianza",0.00981045203329979
0.13355592654424,"Error de Bayes (irreducible)",0.06
0.13355592654424,"Error de prueba (Test MSE)",0.407636851625274
0.13355592654424,"Error de entrenamiento",0.527436099676422
0.135225375626043,"Sesgo cuadrático (bias²)",0.336525817932503
0.135225375626043,"Varianza",0.0100572462172625
0.135225375626043,"Error de Bayes (irreducible)",0.06
0.135225375626043,"Error de prueba (Test MSE)",0.406583064149765
0.135225375626043,"Error de entrenamiento",0.526540338516336
0.136894824707846,"Sesgo cuadrático (bias²)",0.335227744627245
0.136894824707846,"Varianza",0.0103071061674856
0.136894824707846,"Error de Bayes (irreducible)",0.06
0.136894824707846,"Error de prueba (Test MSE)",0.40553485079473
0.136894824707846,"Error de entrenamiento",0.525644856062274
0.138564273789649,"Sesgo cuadrático (bias²)",0.333932179676199
0.138564273789649,"Varianza",0.0105600318839691
0.138564273789649,"Error de Bayes (irreducible)",0.06
0.138564273789649,"Error de prueba (Test MSE)",0.404492211560168
0.138564273789649,"Error de entrenamiento",0.524749652314236
0.140233722871452,"Sesgo cuadrático (bias²)",0.332639123079367
0.140233722871452,"Varianza",0.010816023366713
0.140233722871452,"Error de Bayes (irreducible)",0.06
0.140233722871452,"Error de prueba (Test MSE)",0.40345514644608
0.140233722871452,"Error de entrenamiento",0.52385472727222
0.141903171953255,"Sesgo cuadrático (bias²)",0.331348574836748
0.141903171953255,"Varianza",0.0110750806157173
0.141903171953255,"Error de Bayes (irreducible)",0.06
0.141903171953255,"Error de prueba (Test MSE)",0.402423655452465
0.141903171953255,"Error de entrenamiento",0.522960080936229
0.143572621035058,"Sesgo cuadrático (bias²)",0.330060534948342
0.143572621035058,"Varianza",0.0113372036309821
0.143572621035058,"Error de Bayes (irreducible)",0.06
0.143572621035058,"Error de prueba (Test MSE)",0.401397738579324
0.143572621035058,"Error de entrenamiento",0.522065713306262
0.145242070116861,"Sesgo cuadrático (bias²)",0.328775003414149
0.145242070116861,"Varianza",0.0116023924125072
0.145242070116861,"Error de Bayes (irreducible)",0.06
0.145242070116861,"Error de prueba (Test MSE)",0.400377395826656
0.145242070116861,"Error de entrenamiento",0.521171624382318
0.146911519198664,"Sesgo cuadrático (bias²)",0.327491980234169
0.146911519198664,"Varianza",0.0118706469602928
0.146911519198664,"Error de Bayes (irreducible)",0.06
0.146911519198664,"Error de prueba (Test MSE)",0.399362627194462
0.146911519198664,"Error de entrenamiento",0.520277814164397
0.148580968280467,"Sesgo cuadrático (bias²)",0.326211465408402
0.148580968280467,"Varianza",0.0121419672743387
0.148580968280467,"Error de Bayes (irreducible)",0.06
0.148580968280467,"Error de prueba (Test MSE)",0.39835343268274
0.148580968280467,"Error de entrenamiento",0.519384282652501
0.15025041736227,"Sesgo cuadrático (bias²)",0.324933458936848
0.15025041736227,"Varianza",0.0124163533546451
0.15025041736227,"Error de Bayes (irreducible)",0.06
0.15025041736227,"Error de prueba (Test MSE)",0.397349812291493
0.15025041736227,"Error de entrenamiento",0.518491029846628
0.151919866444073,"Sesgo cuadrático (bias²)",0.323657960819507
0.151919866444073,"Varianza",0.0126938052012118
0.151919866444073,"Error de Bayes (irreducible)",0.06
0.151919866444073,"Error de prueba (Test MSE)",0.396351766020719
0.151919866444073,"Error de entrenamiento",0.517598055746779
0.153589315525876,"Sesgo cuadrático (bias²)",0.322384971056379
0.153589315525876,"Varianza",0.012974322814039
0.153589315525876,"Error de Bayes (irreducible)",0.06
0.153589315525876,"Error de prueba (Test MSE)",0.395359293870418
0.153589315525876,"Error de entrenamiento",0.516705360352953
0.155258764607679,"Sesgo cuadrático (bias²)",0.321114489647465
0.155258764607679,"Varianza",0.0132579061931266
0.155258764607679,"Error de Bayes (irreducible)",0.06
0.155258764607679,"Error de prueba (Test MSE)",0.394372395840591
0.155258764607679,"Error de entrenamiento",0.515812943665151
0.156928213689482,"Sesgo cuadrático (bias²)",0.319846516592763
0.156928213689482,"Varianza",0.0135445553384745
0.156928213689482,"Error de Bayes (irreducible)",0.06
0.156928213689482,"Error de prueba (Test MSE)",0.393391071931238
0.156928213689482,"Error de entrenamiento",0.514920805683373
0.158597662771285,"Sesgo cuadrático (bias²)",0.318581051892275
0.158597662771285,"Varianza",0.0138342702500829
0.158597662771285,"Error de Bayes (irreducible)",0.06
0.158597662771285,"Error de prueba (Test MSE)",0.392415322142357
0.158597662771285,"Error de entrenamiento",0.514028946407619
0.160267111853088,"Sesgo cuadrático (bias²)",0.317318095545999
0.160267111853088,"Varianza",0.0141270509279517
0.160267111853088,"Error de Bayes (irreducible)",0.06
0.160267111853088,"Error de prueba (Test MSE)",0.391445146473951
0.160267111853088,"Error de entrenamiento",0.513137365837888
0.161936560934891,"Sesgo cuadrático (bias²)",0.316057647553937
0.161936560934891,"Varianza",0.0144228973720809
